"state_abbr","state_fips","place_fips","stpl_fips","city_name","metric_name","group_name","metric_number","group_number","num","denom","est","lci","uci","county_indicator","educ_indicator","multiplier_indicator","data_yr_type","geo_level","date_export","version","NOTE - NCHS Disclaimer","Suggested Citation"
NY,36,01000,3601000,Albany,High school completion,other,10,8,2455,3286,74.7,69.1,80.3,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,11000,3611000,Buffalo,High school completion,other,10,8,9100,13064,69.7,66.3,73,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,33139,3633139,Hempstead,High school completion,other,10,8,5857,11556,50.7,47.1,54.3,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,49121,3649121,Mount Vernon,High school completion,other,10,8,3397,4338,78.3,,,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,50617,3650617,New Rochelle,High school completion,other,10,8,5209,8302,62.7,60.1,65.4,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,51000,3651000,New York,High school completion,other,10,8,666262,980069,68,,,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,63000,3663000,Rochester,High school completion,other,10,8,7023,9453,74.3,73.1,75.5,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,65508,3665508,Schenectady,High school completion,other,10,8,3760,5778,65.1,,,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,73000,3673000,Syracuse,High school completion,other,10,8,4198,5575,75.3,72.5,78.1,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,76540,3676540,Utica,High school completion,other,10,8,1706,2411,70.8,66.2,75.3,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,81677,3681677,White Plains,High school completion,other,10,8,4723,6855,68.9,64.7,73.1,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,84000,3684000,Yonkers,High school completion,other,10,8,18167,25721,70.6,69.1,72.2,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,01000,3601000,Albany,"Housing cost, excessive",total population,11,1,16998,41255,41.2,39.3,43.1,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,11000,3611000,Buffalo,"Housing cost, excessive",total population,11,1,40459,110427,36.6,35.6,37.7,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,33139,3633139,Hempstead,"Housing cost, excessive",total population,11,1,8531,15877,53.7,50.6,56.9,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,49121,3649121,Mount Vernon,"Housing cost, excessive",total population,11,1,13079,25763,50.8,48,53.5,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,50617,3650617,New Rochelle,"Housing cost, excessive",total population,11,1,13043,28581,45.6,43.1,48.1,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,51000,3651000,New York,"Housing cost, excessive",total population,11,1,1416141,3167034,44.7,44.5,44.9,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,63000,3663000,Rochester,"Housing cost, excessive",total population,11,1,37440,86307,43.4,42.2,44.6,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,65508,3665508,Schenectady,"Housing cost, excessive",total population,11,1,8334,22824,36.5,34.3,38.7,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,73000,3673000,Syracuse,"Housing cost, excessive",total population,11,1,20936,55275,37.9,36.6,39.1,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,76540,3676540,Utica,"Housing cost, excessive",total population,11,1,8625,22920,37.6,35.4,39.9,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,81677,3681677,White Plains,"Housing cost, excessive",total population,11,1,9402,22669,41.5,38.9,44,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,84000,3684000,Yonkers,"Housing cost, excessive",total population,11,1,32506,74897,43.4,41.9,44.9,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,01000,3601000,Albany,Housing with potential lead risk,total population,12,1,21287.7,48813,43.6,42.4,44.8,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,11000,3611000,Buffalo,Housing with potential lead risk,total population,12,1,68772.9,131091,52.5,51.7,53.2,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,33139,3633139,Hempstead,Housing with potential lead risk,total population,12,1,5670.6,17321,32.7,31.1,34.4,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,49121,3649121,Mount Vernon,Housing with potential lead risk,total population,12,1,12423.1,27742,44.8,43.2,46.3,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,50617,3650617,New Rochelle,Housing with potential lead risk,total population,12,1,12448.7,30111,41.3,40,42.7,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,51000,3651000,New York,Housing with potential lead risk,total population,12,1,1373087.4,3494228,39.3,39.2,39.4,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,63000,3663000,Rochester,Housing with potential lead risk,total population,12,1,46917.5,99953,46.9,46.2,47.7,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,65508,3665508,Schenectady,Housing with potential lead risk,total population,12,1,14842.2,31890,46.5,45.2,47.9,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,73000,3673000,Syracuse,Housing with potential lead risk,total population,12,1,30009.5,67812,44.3,43.4,45.1,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,76540,3676540,Utica,Housing with potential lead risk,total population,12,1,13600.1,28169,48.3,47.4,49.2,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,81677,3681677,White Plains,Housing with potential lead risk,total population,12,1,8188.2,24553,33.3,31.9,34.8,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,84000,3684000,Yonkers,Housing with potential lead risk,total population,12,1,29811.4,81145,36.7,35.8,37.6,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,01000,3601000,Albany,Income Inequality,total population,13,1,-999,-999,-25.5,-999,-999,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,11000,3611000,Buffalo,Income Inequality,total population,13,1,-999,-999,-36.1,-999,-999,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,33139,3633139,Hempstead,Income Inequality,total population,13,1,-999,-999,-11,-999,-999,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,49121,3649121,Mount Vernon,Income Inequality,total population,13,1,-999,-999,-14.3,-999,-999,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,50617,3650617,New Rochelle,Income Inequality,total population,13,1,-999,-999,6.3,-999,-999,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,51000,3651000,New York,Income Inequality,total population,13,1,-999,-999,-8.3,-999,-999,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,63000,3663000,Rochester,Income Inequality,total population,13,1,-999,-999,-39,-999,-999,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,65508,3665508,Schenectady,Income Inequality,total population,13,1,-999,-999,-27.8,-999,-999,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,73000,3673000,Syracuse,Income Inequality,total population,13,1,-999,-999,-35.6,-999,-999,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,76540,3676540,Utica,Income Inequality,total population,13,1,-999,-999,-36.5,-999,-999,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,81677,3681677,White Plains,Income Inequality,total population,13,1,-999,-999,8.9,-999,-999,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,84000,3684000,Yonkers,Income Inequality,total population,13,1,-999,-999,-9.3,-999,-999,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,01000,3601000,Albany,Lead exposure risk index,total population,14,1,-999,-999,10,-999,-999,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,11000,3611000,Buffalo,Lead exposure risk index,total population,14,1,-999,-999,10,-999,-999,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,33139,3633139,Hempstead,Lead exposure risk index,total population,14,1,-999,-999,9,-999,-999,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,49121,3649121,Mount Vernon,Lead exposure risk index,total population,14,1,-999,-999,10,-999,-999,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,50617,3650617,New Rochelle,Lead exposure risk index,total population,14,1,-999,-999,9,-999,-999,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,51000,3651000,New York,Lead exposure risk index,total population,14,1,-999,-999,9,-999,-999,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,63000,3663000,Rochester,Lead exposure risk index,total population,14,1,-999,-999,10,-999,-999,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,65508,3665508,Schenectady,Lead exposure risk index,total population,14,1,-999,-999,10,-999,-999,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,73000,3673000,Syracuse,Lead exposure risk index,total population,14,1,-999,-999,10,-999,-999,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,76540,3676540,Utica,Lead exposure risk index,total population,14,1,-999,-999,10,-999,-999,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,81677,3681677,White Plains,Lead exposure risk index,total population,14,1,-999,-999,8,-999,-999,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,84000,3684000,Yonkers,Lead exposure risk index,total population,14,1,-999,-999,9,-999,-999,0,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,01000,3601000,Albany,Limited access to healthy foods,total population,15,1,66662,97856,68.1,67.9,68.4,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,11000,3611000,Buffalo,Limited access to healthy foods,total population,15,1,117387,265093,44.3,44.1,44.4,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,33139,3633139,Hempstead,Limited access to healthy foods,total population,15,1,13290,58498,22.7,22.4,23,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,49121,3649121,Mount Vernon,Limited access to healthy foods,total population,15,1,9897,67292,14.7,14.5,14.9,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,50617,3650617,New Rochelle,Limited access to healthy foods,total population,15,1,19091,77062,24.8,24.5,25,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,51000,3651000,New York,Limited access to healthy foods,total population,15,1,377434,8175133,4.6,4.6,4.6,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,63000,3663000,Rochester,Limited access to healthy foods,total population,15,1,124541,242442,51.4,51.2,51.5,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,65508,3665508,Schenectady,Limited access to healthy foods,total population,15,1,35497,66513,53.4,53.1,53.7,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,73000,3673000,Syracuse,Limited access to healthy foods,total population,15,1,66690,148126,45,44.8,45.2,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,76540,3676540,Utica,Limited access to healthy foods,total population,15,1,31882,64924,49.1,48.8,49.4,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,81677,3681677,White Plains,Limited access to healthy foods,total population,15,1,21523,56853,37.9,37.5,38.2,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,84000,3684000,Yonkers,Limited access to healthy foods,total population,15,1,45640,195976,23.3,23.1,23.4,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,01000,3601000,Albany,Limited access to healthy foods,asian,15,4,2974,4945,60.1,59,61.3,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,11000,3611000,Buffalo,Limited access to healthy foods,asian,15,4,2697,8555,31.5,30.7,32.4,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,33139,3633139,Hempstead,Limited access to healthy foods,asian,15,4,168,1128,14.9,13.2,16.6,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,49121,3649121,Mount Vernon,Limited access to healthy foods,asian,15,4,220,1272,17.3,15.5,19,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,50617,3650617,New Rochelle,Limited access to healthy foods,asian,15,4,767,3310,23.2,22,24.4,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,51000,3651000,New York,Limited access to healthy foods,asian,15,4,36330,1043535,3.5,3.5,3.5,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,63000,3663000,Rochester,Limited access to healthy foods,asian,15,4,3662,7124,51.4,50.4,52.4,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,65508,3665508,Schenectady,Limited access to healthy foods,asian,15,4,1327,2489,53.3,51.7,55,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,73000,3673000,Syracuse,Limited access to healthy foods,asian,15,4,2689,8083,33.3,32.4,34.1,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,76540,3676540,Utica,Limited access to healthy foods,asian,15,4,1773,4684,37.8,36.7,39,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,81677,3681677,White Plains,Limited access to healthy foods,asian,15,4,1069,3643,29.3,28.1,30.6,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,84000,3684000,Yonkers,Limited access to healthy foods,asian,15,4,3609,11678,30.9,30.2,31.6,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,01000,3601000,Albany,Limited access to healthy foods,black,15,5,22962,30110,76.3,75.9,76.7,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,11000,3611000,Buffalo,Limited access to healthy foods,black,15,5,54377,102096,53.3,53,53.5,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,33139,3633139,Hempstead,Limited access to healthy foods,black,15,5,7425,26323,28.2,27.8,28.7,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,49121,3649121,Mount Vernon,Limited access to healthy foods,black,15,5,6793,42667,15.9,15.6,16.2,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,50617,3650617,New Rochelle,Limited access to healthy foods,black,15,5,2493,14847,16.8,16.3,17.3,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,51000,3651000,New York,Limited access to healthy foods,black,15,5,75749,2088510,3.6,3.6,3.6,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,63000,3663000,Rochester,Limited access to healthy foods,black,15,5,39968,91045,43.9,43.6,44.2,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,65508,3665508,Schenectady,Limited access to healthy foods,black,15,5,7132,13362,53.4,52.7,54.1,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,73000,3673000,Syracuse,Limited access to healthy foods,black,15,5,17510,42805,40.9,40.5,41.3,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,76540,3676540,Utica,Limited access to healthy foods,black,15,5,4875,9557,51,50.2,51.9,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,81677,3681677,White Plains,Limited access to healthy foods,black,15,5,1876,8070,23.3,22.5,24,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,84000,3684000,Yonkers,Limited access to healthy foods,black,15,5,4969,36572,13.6,13.3,13.9,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,01000,3601000,Albany,Limited access to healthy foods,hispanic,15,6,5815,8396,69.3,68.4,70.1,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,11000,3611000,Buffalo,Limited access to healthy foods,hispanic,15,6,10051,28012,35.9,35.4,36.4,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,33139,3633139,Hempstead,Limited access to healthy foods,hispanic,15,6,4962,24575,20.2,19.8,20.6,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,49121,3649121,Mount Vernon,Limited access to healthy foods,hispanic,15,6,835,9592,8.7,8.2,9.2,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,50617,3650617,New Rochelle,Limited access to healthy foods,hispanic,15,6,1897,21452,8.8,8.5,9.2,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,51000,3651000,New York,Limited access to healthy foods,hispanic,15,6,55213,2336076,2.4,2.3,2.4,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,63000,3663000,Rochester,Limited access to healthy foods,hispanic,15,6,13652,36636,37.3,36.8,37.7,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,65508,3665508,Schenectady,Limited access to healthy foods,hispanic,15,6,3689,6944,53.1,52.1,54.1,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,73000,3673000,Syracuse,Limited access to healthy foods,hispanic,15,6,4697,12091,38.8,38.1,39.6,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,76540,3676540,Utica,Limited access to healthy foods,hispanic,15,6,2938,6642,44.2,43.2,45.2,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,81677,3681677,White Plains,Limited access to healthy foods,hispanic,15,6,4596,16839,27.3,26.7,27.9,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,84000,3684000,Yonkers,Limited access to healthy foods,hispanic,15,6,7415,67927,10.9,10.7,11.1,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,01000,3601000,Albany,Limited access to healthy foods,white,15,7,35970,55783,64.5,64.1,64.8,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,11000,3611000,Buffalo,Limited access to healthy foods,white,15,7,52888,133778,39.5,39.3,39.8,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,33139,3633139,Hempstead,Limited access to healthy foods,white,15,7,2461,15306,16.1,15.6,16.6,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,49121,3649121,Mount Vernon,Limited access to healthy foods,white,15,7,2324,16371,14.2,13.7,14.6,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,50617,3650617,New Rochelle,Limited access to healthy foods,white,15,7,14940,50231,29.7,29.4,30.1,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,51000,3651000,New York,Limited access to healthy foods,white,15,7,235461,3597341,6.5,6.5,6.6,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,63000,3663000,Rochester,Limited access to healthy foods,white,15,7,70886,118671,59.7,59.5,60,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,65508,3665508,Schenectady,Limited access to healthy foods,white,15,7,22817,40935,55.7,55.3,56.1,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,73000,3673000,Syracuse,Limited access to healthy foods,white,15,7,41259,84180,49,48.7,49.3,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,76540,3676540,Utica,Limited access to healthy foods,white,15,7,22786,45484,50.1,49.7,50.5,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,81677,3681677,White Plains,Limited access to healthy foods,white,15,7,15948,36178,44.1,43.7,44.5,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,84000,3684000,Yonkers,Limited access to healthy foods,white,15,7,33319,109351,30.5,30.2,30.7,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,01000,3601000,Albany,Limited access to healthy foods,other,15,8,4756,7018,67.8,66.9,68.7,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,11000,3611000,Buffalo,Limited access to healthy foods,other,15,8,7424,20664,35.9,35.4,36.5,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,33139,3633139,Hempstead,Limited access to healthy foods,other,15,8,3237,15741,20.6,20,21.1,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,49121,3649121,Mount Vernon,Limited access to healthy foods,other,15,8,561,6982,8,7.5,8.6,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,50617,3650617,New Rochelle,Limited access to healthy foods,other,15,8,891,8674,10.3,9.7,10.8,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,51000,3651000,New York,Limited access to healthy foods,other,15,8,29894,1445747,2.1,2,2.1,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,63000,3663000,Rochester,Limited access to healthy foods,other,15,8,10025,25602,39.2,38.7,39.7,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,65508,3665508,Schenectady,Limited access to healthy foods,other,15,8,4221,9727,43.4,42.6,44.2,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,73000,3673000,Syracuse,Limited access to healthy foods,other,15,8,5233,13058,40.1,39.4,40.8,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,76540,3676540,Utica,Limited access to healthy foods,other,15,8,2449,5199,47.1,46,48.2,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,81677,3681677,White Plains,Limited access to healthy foods,other,15,8,2630,8962,29.3,28.6,30.1,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,84000,3684000,Yonkers,Limited access to healthy foods,other,15,8,3742,38375,9.8,9.5,10,0,-999,-999,2015,city,2021-07-15,12.2,,
NY,36,01000,3601000,Albany,Neighborhood racial/ethnic segregation,total population,16,1,-999,-999,14.3,-999,-999,-999,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,11000,3611000,Buffalo,Neighborhood racial/ethnic segregation,total population,16,1,-999,-999,26.5,-999,-999,-999,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,33139,3633139,Hempstead,Neighborhood racial/ethnic segregation,total population,16,1,-999,-999,14.4,-999,-999,-999,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,49121,3649121,Mount Vernon,Neighborhood racial/ethnic segregation,total population,16,1,-999,-999,16.7,-999,-999,-999,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,50617,3650617,New Rochelle,Neighborhood racial/ethnic segregation,total population,16,1,-999,-999,12.7,-999,-999,-999,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,51000,3651000,New York,Neighborhood racial/ethnic segregation,total population,16,1,-999,-999,33.4,-999,-999,-999,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,63000,3663000,Rochester,Neighborhood racial/ethnic segregation,total population,16,1,-999,-999,21.1,-999,-999,-999,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,65508,3665508,Schenectady,Neighborhood racial/ethnic segregation,total population,16,1,-999,-999,9.7,-999,-999,-999,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,73000,3673000,Syracuse,Neighborhood racial/ethnic segregation,total population,16,1,-999,-999,15.1,-999,-999,-999,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,76540,3676540,Utica,Neighborhood racial/ethnic segregation,total population,16,1,-999,-999,14.8,-999,-999,-999,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,81677,3681677,White Plains,Neighborhood racial/ethnic segregation,total population,16,1,-999,-999,10.2,-999,-999,-999,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,84000,3684000,Yonkers,Neighborhood racial/ethnic segregation,total population,16,1,-999,-999,15.7,-999,-999,-999,-999,-999,"2019, 5 Year Estimate",city,2021-07-15,12.2,,
NY,36,01000,3601000,Albany,Obesity,total population,17,1,-999,-999,31.2,30.9,31.5,-999,-999,-999,"2018, 1 Year Modeled Estimate",city,2021-07-15,12.2,,
NY,36,11000,3611000,Buffalo,Obesity,total population,17,1,-999,-999,36.6,36.4,36.8,-999,-999,-999,"2018, 1 Year Modeled Estimate",city,2021-07-15,12.2,,
NY,36,33139,3633139,Hempstead,Obesity,total population,17,1,-999,-999,35.3,35,35.6,-999,-999,-999,"2018, 1 Year Modeled Estimate",city,2021-07-15,12.2,,
NY,36,49121,3649121,Mount Vernon,Obesity,total population,17,1,-999,-999,32.4,32.1,32.7,-999,-999,-999,"2018, 1 Year Modeled Estimate",city,2021-07-15,12.2,,
NY,36,50617,3650617,New Rochelle,Obesity,total population,17,1,-999,-999,26.1,25.9,26.3,-999,-999,-999,"2018, 1 Year Modeled Estimate",city,2021-07-15,12.2,,
NY,36,51000,3651000,New York,Obesity,total population,17,1,-999,-999,25.6,25.6,25.6,-999,-999,-999,"2018, 1 Year Modeled Estimate",city,2021-07-15,12.2,,
NY,36,63000,3663000,Rochester,Obesity,total population,17,1,-999,-999,38.7,38.5,38.9,-999,-999,-999,"2018, 1 Year Modeled Estimate",city,2021-07-15,12.2,,
NY,36,65508,3665508,Schenectady,Obesity,total population,17,1,-999,-999,37,36.7,37.3,-999,-999,-999,"2018, 1 Year Modeled Estimate",city,2021-07-15,12.2,,
NY,36,73000,3673000,Syracuse,Obesity,total population,17,1,-999,-999,36.7,36.4,37,-999,-999,-999,"2018, 1 Year Modeled Estimate",city,2021-07-15,12.2,,
NY,36,76540,3676540,Utica,Obesity,total population,17,1,-999,-999,36.6,36.3,36.9,-999,-999,-999,"2018, 1 Year Modeled Estimate",city,2021-07-15,12.2,,
NY,36,81677,3681677,White Plains,Obesity,total population,17,1,-999,-999,25.7,25.4,26,-999,-999,-999,"2018, 1 Year Modeled Estimate",city,2021-07-15,12.2,,
NY,36,84000,3684000,Yonkers,Obesity,total population,17,1,-999,-999,28,27.8,28.2,-999,-999,-999,"2018, 1 Year Modeled Estimate",city,2021-07-15,12.2,,
NY,36,01000,3601000,Albany,Physical inactivity,total population,18,1,-999,-999,22.8,22.5,23.1,-999,-999,-999,"2018, 1 Year Modeled Estimate",city,2021-07-15,12.2,,
NY,36,11000,3611000,Buffalo,Physical inactivity,total population,18,1,-999,-999,29.6,29.3,29.9,-999,-999,-999,"2018, 1 Year Modeled Estimate",city,2021-07-15,12.2,,
NY,36,33139,3633139,Hempstead,Physical inactivity,total population,18,1,-999,-999,31.8,31.1,32.5,-999,-999,-999,"2018, 1 Year Modeled Estimate",city,2021-07-15,12.2,,
NY,36,49121,3649121,Mount Vernon,Physical inactivity,total population,18,1,-999,-999,28.3,27.8,28.8,-999,-999,-999,"2018, 1 Year Modeled Estimate",city,2021-07-15,12.2,,
NY,36,50617,3650617,New Rochelle,Physical inactivity,total population,18,1,-999,-999,23.8,23.2,24.4,-999,-999,-999,"2018, 1 Year Modeled Estimate",city,2021-07-15,12.2,,
NY,36,51000,3651000,New York,Physical inactivity,total population,18,1,-999,-999,27.3,27.3,27.3,-999,-999,-999,"2018, 1 Year Modeled Estimate",city,2021-07-15,12.2,,
NY,36,63000,3663000,Rochester,Physical inactivity,total population,18,1,-999,-999,30.3,30,30.6,-999,-999,-999,"2018, 1 Year Modeled Estimate",city,2021-07-15,12.2,,
NY,36,65508,3665508,Schenectady,Physical inactivity,total population,18,1,-999,-999,27.8,27.4,28.2,-999,-999,-999,"2018, 1 Year Modeled Estimate",city,2021-07-15,12.2,,
